word,category
!,punctuation
&,punctuation
',punctuation
(,punctuation
),punctuation
",",punctuation
1469,numbers
147,numbers
1470,numbers
1472,numbers
1473,numbers
1475,numbers
148,numbers
1482,numbers
1487,numbers
149,numbers
1490,numbers
1495,numbers
15,numbers
15-,numbers
15-16,numbers
15-8,numbers
150,numbers
1500,numbers
1505,numbers
1506,numbers
151,numbers
1513,numbers
1517,numbers
152,numbers
1520,numbers
1526,numbers
153,numbers
1533,numbers
154,numbers
1540,numbers
1547,numbers
155,numbers
156,numbers
157,numbers
1572,numbers
1577,numbers
1579,numbers
158,numbers
1583,numbers
1584,numbers
15911,numbers
16,numbers
16-17,numbers
160,numbers
1600,numbers
1602,numbers
161,numbers
161-8,numbers
1610,numbers
1612,numbers
1616,numbers
1617,numbers
1618,numbers
1619,numbers
162,numbers
1634,numbers
164,numbers
1640,numbers
1641-,numbers
1644,numbers
165,numbers
1656,numbers
1658,numbers
166-1,numbers
167,numbers
1676,numbers
1678,numbers
168,numbers
1680,numbers
1682,numbers
1683,numbers
1688,numbers
169,numbers
1694,numbers
17,numbers
17-,numbers
17-1,numbers
17-11,numbers
17-18,numbers
17-8,numbers
170,numbers
1700,numbers
1701,numbers
1702,numbers
1703,numbers
1704,numbers
1705,numbers
1706,numbers
1707,numbers
1708,numbers
1709,numbers
171,numbers
1710,numbers
1711,numbers
1712,numbers
1714,numbers
1715,numbers
1716,numbers
1718,numbers
1719,numbers
172,numbers
1720,numbers
1727,numbers
1728,numbers
1729,numbers
173,numbers
1730,numbers
1731,numbers
1732,numbers
1733-351-,numbers
1735,numbers
1737,numbers
1739,numbers
174,numbers
1740,numbers
17417,numbers
1745,numbers
1749,numbers
175,numbers
175-8,numbers
1750,numbers
1755,numbers
1757,numbers
1758,numbers
1759,numbers
176,numbers
1760,numbers
1763,numbers
1766,numbers
177,numbers
177-1,numbers
177-813-1617,numbers
1770,numbers
1771,numbers
1772,numbers
1773,numbers
1774,numbers
1775,numbers
1776,numbers
1778,numbers
1779,numbers
178,numbers
1780,numbers
1781,numbers
1782,numbers
1783,numbers
1784,numbers
1785,numbers
1787,numbers
1788,numbers
1789,numbers
179,numbers
179-1,numbers
1790,numbers
1791,numbers
1792,numbers
1793,numbers
1794,numbers
1795,numbers
1796,numbers
1797,numbers
1798,numbers
1799,numbers
18,numbers
18-330-35,numbers
180,numbers
1800,numbers
1801,numbers
1802,numbers
1803,numbers
1804,numbers
1805,numbers
1805-,numbers
1806,numbers
1807,numbers
1808,numbers
1809,numbers
181,numbers
181-,numbers
181-1,numbers
181-7,numbers
1810,numbers
1811,numbers
181110,numbers
1812,numbers
1813,numbers
1814,numbers
1815,numbers
1816,numbers
1817,numbers
1817-1858,numbers
1818,numbers
1819,numbers
182,numbers
1820,numbers
1821,numbers
1821-2,numbers
1829,numbers
183,numbers
1835,numbers
1836,numbers
184,numbers
1847,numbers
185,numbers
186,numbers
187,numbers
187-,numbers
188,numbers
1880,numbers
1881,numbers
1888,numbers
1892,numbers
19,numbers
19-,numbers
190,numbers
1900,numbers
1908,numbers
191,numbers
1911,numbers
191110,numbers
1912,numbers
192,numbers
1921,numbers
193,numbers
195,numbers
196,numbers
197,numbers
1974198,numbers
198,numbers
199,numbers
2,numbers
2-,numbers
2-1,numbers
2-10,numbers
2-100,numbers
2-12,numbers
2-15,numbers
2-18,numbers
2-3,numbers
20,numbers
20-11,numbers
20-21,numbers
200,numbers
2000,numbers
2001,numbers
201,numbers
2010,numbers
20100,numbers
2013,numbers
2015,numbers
2017,numbers
202,numbers
2020,numbers
2021,numbers
203,numbers
204,numbers
2050,numbers
2055,numbers
206,numbers
2065,numbers
207-8,numbers
2071,numbers
208,numbers
2084208,numbers
209,numbers
21,numbers
21-,numbers
21-2,numbers
21-4,numbers
210,numbers
210-,numbers
211,numbers
2111,numbers
2116,numbers
2118,numbers
2119,numbers
212,numbers
2125,numbers
213,numbers
2138,numbers
214,numbers
215,numbers
2155,numbers
216,numbers
217,numbers
218,numbers
22,numbers
22-,numbers
220,numbers
2200,numbers
2208,numbers
221,numbers
2212,numbers
2213,numbers
2214,numbers
222,numbers
223,numbers
2230,numbers
2237,numbers
224,numbers
225,numbers
226,numbers
227,numbers
228,numbers
23,numbers
23-,numbers
23-10,numbers
230,numbers
2304,numbers
2305,numbers
231,numbers
2311,numbers
233,numbers
234,numbers
2346,numbers
235,numbers
237,numbers
2371,numbers
2373-,numbers
238,numbers
2381-2,numbers
239,numbers
2397,numbers
24,numbers
24-,numbers
240,numbers
241,numbers
243,numbers
244,numbers
2440,numbers
245,numbers
246,numbers
247,numbers
248,numbers
25,numbers
25-,numbers
25-1,numbers
25-8,numbers
250,numbers
250-,numbers
2500,numbers
251,numbers
2510,numbers
2511251,numbers
252,numbers
2520,numbers
253,numbers
254,numbers
2543,numbers
2545,numbers
255,numbers
2552,numbers
2553,numbers
256,numbers
2565,numbers
257,numbers
2578,numbers
258,numbers
258000,numbers
259,numbers
26,numbers
260,numbers
2600,numbers
261,numbers
262,numbers
2620,numbers
263,numbers
2635,numbers
265,numbers
2651,numbers
2659,numbers
266,numbers
267,numbers
2673,numbers
269,numbers
27,numbers
27-,numbers
27-883,numbers
27.,numbers
270,numbers
2700,numbers
2707,numbers
271,numbers
272,numbers
2720,numbers
273,numbers
274,numbers
275,numbers
277,numbers
2771,numbers
278,numbers
2791,numbers
28,numbers
28-,numbers
280,numbers
281,numbers
2810,numbers
2819,numbers
282,numbers
2824,numbers
283,numbers
28313,numbers
285,numbers
286,numbers
287,numbers
288,numbers
289,numbers
2898,numbers
29,numbers
290,numbers
291,numbers
292,numbers
293,numbers
294,numbers
2940,numbers
295,numbers
296,numbers
297,numbers
3,numbers
3-,numbers
3-1,numbers
3-1-,numbers
3-10,numbers
3-100,numbers
3-12,numbers
3-13-,numbers
3-17,numbers
3-3,numbers
3-3-,numbers
3-4,numbers
3-8,numbers
3-81,numbers
3-85,numbers
30,numbers
30-,numbers
300,numbers
3000,numbers
3001,numbers
3010,numbers
303,numbers
30310,numbers
304,numbers
305,numbers
30534,numbers
306,numbers
307,numbers
308,numbers
309,numbers
31,numbers
31-,numbers
31-4,numbers
31-8,numbers
310,numbers
3100,numbers
311,numbers
311-,numbers
311-8,numbers
3110,numbers
3111,numbers
312,numbers
3124,numbers
313,numbers
3137,numbers
314,numbers
315,numbers
317,numbers
317-81,numbers
318,numbers
319,numbers
32,numbers
32-,numbers
320,numbers
321,numbers
321-,numbers
322,numbers
323,numbers
324,numbers
325,numbers
3250,numbers
326,numbers
327,numbers
328,numbers
329,numbers
33,numbers
33-,numbers
33-8,numbers
330,numbers
331,numbers
332,numbers
333,numbers
334,numbers
3342,numbers
335,numbers
3359,numbers
338,numbers
339,numbers
34,numbers
340,numbers
3400,numbers
341,numbers
342,numbers
343,numbers
345-,numbers
347,numbers
348,numbers
3486,numbers
35,numbers
350,numbers
3500,numbers
351,numbers
352,numbers
353,numbers
3530,numbers
3537,numbers
354,numbers
355,numbers
357,numbers
359,numbers
36,numbers
36-1,numbers
360,numbers
361,numbers
363,numbers
364,numbers
365,numbers
3650,numbers
366,numbers
3670,numbers
369,numbers
37,numbers
37-,numbers
37-8,numbers
370,numbers
372,numbers
373,numbers
3736,numbers
3738,numbers
375,numbers
376,numbers
377,numbers
377-,numbers
378,numbers
379,numbers
3793,numbers
38,numbers
380,numbers
3808,numbers
381,numbers
3812,numbers
3816,numbers
382,numbers
383,numbers
384,numbers
386,numbers
389,numbers
39,numbers
39-,numbers
390,numbers
3904,numbers
391,numbers
394,numbers
395,numbers
397,numbers
3970,numbers
3978,numbers
398,numbers
4,numbers
4-,numbers
4-1,numbers
4-1-,numbers
4-10,numbers
4-12,numbers
4-1211,numbers
4-13,numbers
4-24-,numbers
4-4,numbers
4-5,numbers
4-85,numbers
40,numbers
400,numbers
4000,numbers
4001,numbers
401,numbers
4011,numbers
402,numbers
4028,numbers
403,numbers
404,numbers
406,numbers
407,numbers
408,numbers
409,numbers
41,numbers
41-,numbers
41-8,numbers
410,numbers
410-7,numbers
4100,numbers
4108,numbers
411,numbers
4110,numbers
41124,numbers
412,numbers
413,numbers
4143,numbers
415,numbers
416,numbers
417,numbers
41719,numbers
418,numbers
419,numbers
42,numbers
42-,numbers
420,numbers
4200,numbers
421,numbers
423,numbers
424,numbers
425,numbers
426,numbers
427,numbers
428,numbers
429,numbers
43,numbers
43-,numbers
43-1,numbers
430,numbers
4300,numbers
431,numbers
433,numbers
434,numbers
4348,numbers
435,numbers
436,numbers
4361,numbers
4373,numbers
439,numbers
44,numbers
44-,numbers
440,numbers
440-7,numbers
4402,numbers
441,numbers
442,numbers
442-15114,numbers
443,numbers
445,numbers
447,numbers
448,numbers
44943,numbers
45,numbers
45-,numbers
450,numbers
4500,numbers
451,numbers
452,numbers
452-,numbers
453,numbers
454,numbers
455,numbers
457,numbers
457-,numbers
457-6,numbers
458,numbers
46,numbers
46-,numbers
460,numbers
4600,numbers
461,numbers
463,numbers
464,numbers
465,numbers
46811,numbers
47,numbers
47-,numbers
47-4,numbers
47-7,numbers
470,numbers
4714-,numbers
472,numbers
473,numbers
4751-4,numbers
477,numbers
479,numbers
48,numbers
48-,numbers
480,numbers
4800,numbers
481,numbers
482,numbers
483,numbers
485,numbers
487,numbers
488,numbers
49,numbers
49-,numbers
490,numbers
491,numbers
492,numbers
493,numbers
494,numbers
498,numbers
499,numbers
5,numbers
5-,numbers
5-1,numbers
5-11,numbers
5-12,numbers
5-14,numbers
5-15,numbers
5-16,numbers
5-17,numbers
5-2,numbers
5-23,numbers
5-3,numbers
5-737-,numbers
5-8,numbers
5-8-2,numbers
5-81,numbers
5-811,numbers
5-8173,numbers
5-83,numbers
5-87-8,numbers
50,numbers
50-,numbers
50-13,numbers
50-71-,numbers
500,numbers
5000,numbers
50005300,numbers
501,numbers
5011,numbers
502,numbers
503,numbers
505,numbers
507,numbers
508,numbers
5089,numbers
509,numbers
50912,numbers
51,numbers
51-,numbers
510,numbers
511,numbers
5111,numbers
512,numbers
513,numbers
514,numbers
515,numbers
516,numbers
517,numbers
518,numbers
518-10,numbers
52,numbers
52-,numbers
520,numbers
5200,numbers
521,numbers
5211,numbers
523,numbers
524,numbers
525,numbers
526,numbers
52630,numbers
527,numbers
527-21,numbers
53,numbers
53-1,numbers
530,numbers
531,numbers
5310,numbers
533,numbers
534,numbers
537,numbers
53739,numbers
538,numbers
539,numbers
54,numbers
54-,numbers
54-8441,numbers
540,numbers
541,numbers
541-15,numbers
5410,numbers
5411,numbers
543,numbers
544,numbers
545,numbers
547,numbers
548,numbers
5485,numbers
55,numbers
55-,numbers
55-8,numbers
550,numbers
5500,numbers
551,numbers
5512,numbers
5517,numbers
552,numbers
553,numbers
554,numbers
555,numbers
556,numbers
557,numbers
558,numbers
559,numbers
56,numbers
560,numbers
561,numbers
5652,numbers
566,numbers
567,numbers
57,numbers
57-,numbers
57-1,numbers
57-17-,numbers
57-8,numbers
570,numbers
571,numbers
573,numbers
574,numbers
57434,numbers
575,numbers
57510,numbers
576,numbers
577,numbers
578,numbers
579,numbers
58,numbers
580,numbers
581,numbers
582,numbers
583,numbers
584,numbers
5849,numbers
585,numbers
587,numbers
588,numbers
589,numbers
59,numbers
590,numbers
591,numbers
593,numbers
594,numbers
595,numbers
597,numbers
5987,numbers
599,numbers
6,numbers
6-,numbers
6-1,numbers
6-15,numbers
60,numbers
600,numbers
600-,numbers
6000,numbers
601,numbers
602,numbers
603,numbers
6050,numbers
606,numbers
607,numbers
608,numbers
609,numbers
61,numbers
61-,numbers
61-8,numbers
61-9,numbers
610,numbers
61026,numbers
611,numbers
6110,numbers
612,numbers
613,numbers
614,numbers
6152,numbers
6182,numbers
6185-811,numbers
619,numbers
62,numbers
620,numbers
623,numbers
624,numbers
626,numbers
628,numbers
6281,numbers
63,numbers
6300,numbers
631,numbers
632,numbers
6329,numbers
633,numbers
635,numbers
636,numbers
6360,numbers
637,numbers
637-8,numbers
638,numbers
639,numbers
64,numbers
640,numbers
6409,numbers
641,numbers
646,numbers
648,numbers
65,numbers
6508,numbers
651,numbers
654-,numbers
655,numbers
657,numbers
66,numbers
661,numbers
6657-8,numbers
667,numbers
667-8,numbers
667-82365-87-8,numbers
67,numbers
670,numbers
6700,numbers
671,numbers
672,numbers
6728,numbers
673,numbers
676,numbers
677,numbers
67912,numbers
68,numbers
680,numbers
681,numbers
6810-,numbers
685,numbers
6859,numbers
687,numbers
688,numbers
69,numbers
691,numbers
6959,numbers
697,numbers
699,numbers
7,numbers
7-,numbers
7-.,numbers
7-1,numbers
7-11,numbers
7-12,numbers
7-13,numbers
7-15,numbers
7-21-,numbers
7-3,numbers
7-6,numbers
7-7,numbers
7-713-,numbers
7-8,numbers
7-81,numbers
7-83,numbers
7-837,numbers
7-84,numbers
7-85,numbers
70,numbers
70-,numbers
700,numbers
7000,numbers
701,numbers
701-3,numbers
703,numbers
703-8,numbers
705,numbers
706,numbers
707,numbers
708,numbers
71,numbers
71-2,numbers
710,numbers
710-12,numbers
7102,numbers
711,numbers
711-,numbers
711-2,numbers
711-8174,numbers
7111,numbers
711111111,numbers
71195155,numbers
712,numbers
7127,numbers
713,numbers
713-871,numbers
7139,numbers
714,numbers
715,numbers
716,numbers
717,numbers
717-,numbers
717-8,numbers
718,numbers
719,numbers
72,numbers
720,numbers
7202,numbers
721,numbers
721-2,numbers
721-81,numbers
7211-8,numbers
722,numbers
723,numbers
723-8,numbers
72311,numbers
724,numbers
725,numbers
725-3,numbers
7255,numbers
727,numbers
727-8,numbers
7271,numbers
72721-8,numbers
7275,numbers
728,numbers
729,numbers
73,numbers
730025,numbers
731,numbers
731-855,numbers
7313-8,numbers
7315,numbers
733,numbers
7340,numbers
7348,numbers
735,numbers
737,numbers
737-1,numbers
738,numbers
739,numbers
74,numbers
741,numbers
741-,numbers
743,numbers
745,numbers
747,numbers
748,numbers
749,numbers
75,numbers
750,numbers
753,numbers
755,numbers
757,numbers
758,numbers
759,numbers
76,numbers
761,numbers
764,numbers
765,numbers
7652,numbers
766,numbers
768,numbers
76850,numbers
77,numbers
77-,numbers
770,numbers
771,numbers
77159,numbers
772,numbers
7735,numbers
774,numbers
775-,numbers
775-83-4,numbers
776,numbers
777,numbers
777-81,numbers
778,numbers
779,numbers
78,numbers
780,numbers
781,numbers
782,numbers
783,numbers
784,numbers
785,numbers
787,numbers
788,numbers
789,numbers
79,numbers
790,numbers
791,numbers
792,numbers
793,numbers
79310,numbers
794,numbers
795,numbers
799,numbers
8,numbers
8-,numbers
8-1,numbers
8-12,numbers
8-17,numbers
8-21,numbers
8-8,numbers
80,numbers
800,numbers
8000,numbers
80011,numbers
801,numbers
801-25,numbers
801110,numbers
803,numbers
804,numbers
807,numbers
807-881,numbers
808,numbers
81,numbers
81-,numbers
81-2,numbers
81-81031,numbers
810,numbers
8101,numbers
8102,numbers
8103,numbers
8108,numbers
811,numbers
811-10,numbers
811-16187-8,numbers
811-2,numbers
811-8,numbers
81181,numbers
812,numbers
813,numbers
813-8,numbers
815,numbers
8158,numbers
816,numbers
817,numbers
817-8,numbers
818,numbers
818-,numbers
81807-8,numbers
8182,numbers
82,numbers
820,numbers
8200,numbers
821,numbers
821-,numbers
821-25-8,numbers
821-8,numbers
824,numbers
825,numbers
827-6,numbers
8280811-8,numbers
829,numbers
83,numbers
83-12,numbers
831,numbers
832,numbers
833,numbers
835,numbers
83741,numbers
838,numbers
84,numbers
840,numbers
8411,numbers
8418414,numbers
843,numbers
844,numbers
8445,numbers
845-83-8,numbers
847,numbers
847-934-,numbers
848,numbers
8482,numbers
8487,numbers
85,numbers
850,numbers
851,numbers
852,numbers
855,numbers
856,numbers
856-,numbers
857,numbers
857-8,numbers
858,numbers
8580,numbers
8586,numbers
859,numbers
86,numbers
860,numbers
861,numbers
862,numbers
864,numbers
865,numbers
866,numbers
8683,numbers
869,numbers
87,numbers
87-8,numbers
870,numbers
872,numbers
873,numbers
875,numbers
877,numbers
878,numbers
879,numbers
88,numbers
880,numbers
881,numbers
883,numbers
884,numbers
885,numbers
887,numbers
888,numbers
889,numbers
8897,numbers
89,numbers
89-,numbers
891,numbers
894,numbers
895,numbers
897,numbers
898,numbers
899,numbers
9,numbers
9-,numbers
9-1,numbers
9-10,numbers
9-15,numbers
9-157-1617,numbers
9-18,numbers
90,numbers
900,numbers
9000,numbers
901,numbers
901-2,numbers
902,numbers
9027,numbers
903,numbers
904,numbers
908,numbers
91,numbers
91-,numbers
910,numbers
911,numbers
9110,numbers
9124,numbers
913,numbers
915,numbers
9158,numbers
9189,numbers
92,numbers
920,numbers
921,numbers
9210,numbers
923,numbers
924,numbers
926,numbers
927,numbers
93,numbers
930,numbers
9303,numbers
931,numbers
933,numbers
934,numbers
935,numbers
936,numbers
937,numbers
93732,numbers
94,numbers
94-,numbers
940,numbers
941,numbers
943,numbers
948,numbers
95,numbers
950,numbers
951,numbers
952,numbers
955,numbers
958,numbers
96,numbers
960,numbers
961,numbers
9625,numbers
967,numbers
969,numbers
97,numbers
970,numbers
9700,numbers
971,numbers
972,numbers
975,numbers
976,numbers
9781,numbers
979,numbers
98,numbers
980,numbers
981,numbers
983,numbers
983-8,numbers
986,numbers
987,numbers
9894,numbers
99,numbers
9911-8,numbers
993,numbers
9937,numbers
997,numbers
998,numbers
999,numbers
-11-thiir-dnv,mixed_alphanumeric
-11-tliiraday,mixed_alphanumeric
-11-wt,mixed_alphanumeric
-136-majority-12,mixed_alphanumeric
-14-t,mixed_alphanumeric
-15-fridav,mixed_alphanumeric
-15-weill,mixed_alphanumeric
-23-tnestlay,mixed_alphanumeric
-4-tlulltiwy,mixed_alphanumeric
-50-nora,mixed_alphanumeric
-7-tlie,mixed_alphanumeric
-fl-8,mixed_alphanumeric
-i-4,mixed_alphanumeric
0-13-r,mixed_alphanumeric
0-cpan,mixed_alphanumeric
0-i,mixed_alphanumeric
0-its,mixed_alphanumeric
0-l,mixed_alphanumeric
0-ls,mixed_alphanumeric
0-mas,mixed_alphanumeric
0-pfr,mixed_alphanumeric
000-people,mixed_alphanumeric
01-h,mixed_alphanumeric
01-ol,mixed_alphanumeric
011-h,mixed_alphanumeric
011-tinu,mixed_alphanumeric
0111-memory,mixed_alphanumeric
0111-rage,mixed_alphanumeric
07-loe,mixed_alphanumeric
07-sf,mixed_alphanumeric
1-1-sixty-five,mixed_alphanumeric
1-100-and,mixed_alphanumeric
1-15-fridav,mixed_alphanumeric
1-a,mixed_alphanumeric
1-adv,mixed_alphanumeric
1-atron,mixed_alphanumeric
1-avc,mixed_alphanumeric
1-b,mixed_alphanumeric
1-britons,mixed_alphanumeric
1-but,mixed_alphanumeric
1-c,mixed_alphanumeric
1-e,mixed_alphanumeric
1-f,mixed_alphanumeric
1-h,mixed_alphanumeric
1-hli,mixed_alphanumeric
1-hlll,mixed_alphanumeric
1-i-,mixed_alphanumeric
1-ic,mixed_alphanumeric
1-ie,mixed_alphanumeric
1-ii,mixed_alphanumeric
1-iil,mixed_alphanumeric
1-illi,mixed_alphanumeric
1-imonii,mixed_alphanumeric
1-iolstmn-oldenbiirg,mixed_alphanumeric
1-ioth,mixed_alphanumeric
1-iq,mixed_alphanumeric
1-it-t,mixed_alphanumeric
1-itli,mixed_alphanumeric
1-iu,mixed_alphanumeric
1-j,mixed_alphanumeric
1-jo,mixed_alphanumeric
1-jths,mixed_alphanumeric
1-k,mixed_alphanumeric
1-krr,mixed_alphanumeric
1-la,mixed_alphanumeric
1-lc,mixed_alphanumeric
1-lfi,mixed_alphanumeric
1-ls,mixed_alphanumeric
1-lupe,mixed_alphanumeric
1-o,mixed_alphanumeric
1-onl,mixed_alphanumeric
1-ord,mixed_alphanumeric
1-r,mixed_alphanumeric
1-rae,mixed_alphanumeric
1-rance,mixed_alphanumeric
1-ri,mixed_alphanumeric
1-s,mixed_alphanumeric
1-solicit,mixed_alphanumeric
1-t,mixed_alphanumeric
1-the,mixed_alphanumeric
1-ti,mixed_alphanumeric
1-tis,mixed_alphanumeric
1-tl,mixed_alphanumeric
1-tmn-i,mixed_alphanumeric
1-tn,mixed_alphanumeric
1-ton,mixed_alphanumeric
1-unds,mixed_alphanumeric
1-urd,mixed_alphanumeric
1-vicc,mixed_alphanumeric
1-was,mixed_alphanumeric
1-y,mixed_alphanumeric
10-bc,mixed_alphanumeric
10-s,mixed_alphanumeric
100-francs,mixed_alphanumeric
1000-r,mixed_alphanumeric
1012-pr,mixed_alphanumeric
1027-s,mixed_alphanumeric
1031-s,mixed_alphanumeric
1071-i,mixed_alphanumeric
10the,mixed_alphanumeric
11-gain,mixed_alphanumeric
11-guardedly,mixed_alphanumeric
11-lli,mixed_alphanumeric
11-om,mixed_alphanumeric
11-saturday,mixed_alphanumeric
11-v,mixed_alphanumeric
11-vy,mixed_alphanumeric
110-against,mixed_alphanumeric
111-l,mixed_alphanumeric
111-ners,mixed_alphanumeric
1110111-bcrs,mixed_alphanumeric
11111-sic,mixed_alphanumeric
11137-mm,mixed_alphanumeric
1117-lli,mixed_alphanumeric
118-noes,mixed_alphanumeric
12-7-tliiir,mixed_alphanumeric
12-ls,mixed_alphanumeric
12-nines,mixed_alphanumeric
12-seventeen,mixed_alphanumeric
12-t,mixed_alphanumeric
12-tncfdav,mixed_alphanumeric
121-l,mixed_alphanumeric
129-majority,mixed_alphanumeric
12the,mixed_alphanumeric
13-4-monday,mixed_alphanumeric
